번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보X(EPSG5174),좌표정보Y(EPSG5174),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
170,병원,01_01_01_P,6470000,202464700002000001,2024-06-11,,01,영업/정상,1,정상,,,,,0542727772,1063.47,,경상북도 포항시 남구 상도동  609번지 6호 6호,경상북도 포항시 남구 중흥로 88-0 (상도동),,차차한방병원,2025-06-12 14:29:47,U,2025-06-15 02:40:00,한방병원,,,한의사,9,26,35,1063.47,,,,,,0,0,,,0,,시도
171,병원,01_01_01_P,4810000,PHMA220244810029021200001,2024-06-11,,01,영업/정상,13,영업중,,,,,061689-3000,13713.43,,,전라남도 여수시 좌수영로 251-0 (오림동),59716,여수가온병원,2024-10-14 14:02:34,U,2024-10-16 02:40:00,병원,265621.889966269    ,140076.11967027     ,병원,66,60,140,13713.43,,,,,,0,0,,,0,,시도
172,병원,01_01_01_P,5020000,PHMA220245020055021200001,2024-06-11,,01,영업/정상,13,영업중,,,,,054272-7772,1063.47,,,"경상북도 포항시 남구 중흥로 88-0, 11,12층 (상도동)",37769,차차한방병원,2025-06-13 18:37:57,U,2025-06-15 02:40:00,한방병원,,,한방병원,9,26,35,1063.47,308 306 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 침구과",,,,0,0,,,0,,시도
173,병원,01_01_01_P,5350000,PHMA220245350356021200001,2024-06-05,,01,영업/정상,13,영업중,,,,,055-815-7777,2354.67,,,"경상남도 김해시 장유로 270, 국민은행 401호 (부곡동)",50983,의료법인테라의료재단 테라한방병원,2025-04-02 17:45:57,U,2025-04-04 02:40:00,한방병원,364939.232922428    ,190569.222162779    ,한방병원,9,32,78,2354.67,101 110 120 301 302 303 304 305 306 307 308,"내과, 산부인과, 재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
174,병원,01_01_01_P,3740000,PHMA220243740033021200002,2024-06-05,,01,영업/정상,13,영업중,,,,,031-546-0019,1524.76,,경기도 수원시 팔달구 인계동 1131 수원시청역 선경센트럴파크 4층,"경기도 수원시 팔달구 권광로 138, 수원시청역 선경센트럴파크 4층 (인계동)",16491,수원아이편한병원,2024-11-19 14:05:50,U,2024-11-21 02:40:00,병원,202733.785602761    ,417547.639611992    ,병원,24,33,51,1524.76,122 114 113 111 101,"내과, 소아청소년과, 이비인후과, 피부과, 가정의학과",,,,0,0,,,0,,시군구
175,병원,01_01_01_P,3150000,PHMA220243150037021200001,2024-06-04,,01,영업/정상,13,영업중,,,,,02-2644-3690,2469.2,,서울특별시 강서구 화곡동 782-1,"서울특별시 강서구 등촌로 15, 3~6층 (화곡동)",07786,원탑병원,2024-06-04 09:57:21,I,2024-06-06 00:14:21,병원,187868.192160081    ,447679.060113622    ,병원,34,20,74,2469.2,116 109 105,"정형외과, 마취통증의학과, 영상의학과",,,,0,0,,,0,,시군구
176,병원,01_01_01_P,5530000,PHMA220245530505021200001,2024-06-03,,01,영업/정상,13,영업중,,,,,031-356-8881,2560,,경기도 화성시 새솔동 78-1,"경기도 화성시 꽃내음1길 5-4, 3~4층 3층(304~310호), 4층전체호 (새솔동)",18244,새솔한방병원,2025-01-22 09:47:12,U,2025-01-24 02:40:00,한방병원,183687.750234981    ,420354.359642127    ,한방병원,25,27,92,2560,308 307 306 305 304 303 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
177,병원,01_01_01_P,3620000,PHMA220243620020021200002,2024-05-31,,01,영업/정상,13,영업중,,,,,062-267-7500,1825.84,,광주광역시 북구 운암동 495-9,"광주광역시 북구 서암대로 25, 지1, 1~6층 (운암동)",61118,새약손한방병원,2025-03-17 09:19:20,U,2025-03-19 02:40:00,한방병원,189693.022001232    ,185997.676499668    ,한방병원,6,32,70,1825.84,308 307 306 305 304 303 302 301 105,"정형외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
178,병원,01_01_01_P,3100000,PHMA220243100034021200001,2024-05-31,,01,영업/정상,13,영업중,,,,,1588-3959,1675.36,,"서울특별시 노원구 공릉동 680-9 태릉성심종합병원(치과,요양,정신건강)","서울특별시 노원구 동일로 987, 지하1,1,3,4,6,8층 (공릉동)",01861,참다운요양병원,2025-03-13 13:29:43,U,2025-03-15 02:40:00,요양병원(일반요양병원),206551.60704052     ,457326.722941972    ,요양병원(일반요양병원),11,27,99,1675.36,122 120 102 101,"내과, 신경과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
179,병원,01_01_01_P,5310000,PHMA220245310029021200001,2024-05-20,,01,영업/정상,13,영업중,,,,,055-757-1205,1170.12,,,"경상남도 진주시 동진로 22, 아주스타타워 5층 (칠암동)",52726,진주 수 병원,2025-04-22 17:01:43,U,2025-04-24 02:40:00,병원,299546.478840866    ,187140.102699445    ,병원,18,20,50,1170.12,122 114 109 108 104 101,"내과, 외과, 성형외과, 마취통증의학과, 피부과, 가정의학과",,,,0,0,,,0,,시군구
180,병원,01_01_01_P,4090000,PHMA220244090023021200001,2024-05-14,,01,영업/정상,13,영업중,,,,,031-8048-9910,1268,,,"경기도 김포시 김포한강8로 400, 2,3층 (구래동)",10071,우주한방병원,2025-09-19 10:03:45,U,2025-09-21 02:40:00,한방병원,166771.099693629    ,460149.590605987    ,한방병원,16,25,59,1268,101 301 302 303 304 305 306 307 308,"내과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
181,병원,01_01_01_P,5540000,PHMA220245540016021200001,2024-05-09,,01,영업/정상,13,영업중,,,,,031-761-3651,1690.13,,경기도 광주시 경안동 20-16,"경기도 광주시 광주대로 31, GA타워 6층 (경안동)",12758,365매일한방병원,2025-10-01 15:45:58,U,2025-10-05 02:40:00,한방병원,222978.08882691     ,434185.710831595    ,한방병원,22,18,58,1690.13,306 302 301 122,"가정의학과, 한방내과, 한방부인과, 한방재활의학과",,,,0,0,,,0,,시군구
182,병원,01_01_01_P,4080000,PHMA220244080023021200001,2024-05-02,,01,영업/정상,13,영업중,,,,,031-8057-3075,2060.07,,,"경기도 안성시 아양1로 77-10, 해천프라자 6층, 7층, 8층 (옥산동)",17577,안성제일한방병원,2024-12-13 09:19:28,U,2024-12-15 02:40:00,한방병원,222923.296923863    ,389605.28602069     ,한방병원,18,17,49,2060.07,122 301 302 303 304 305 306 307 308,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
183,병원,01_01_01_P,6460000,202464600002000001,2024-04-29,,01,영업/정상,1,정상,,,,,0618021111,574.04,,전라남도 무안군 삼향읍 남악리 2265번지 0호 중앙프라자 0호,"전라남도 무안군 삼향읍 남악4로 49-0, 중앙프라자층 602호 (중앙프라자)",,목포스마트원치과병원,2024-04-29 17:00:27,I,2024-05-01 00:15:26,치과병원,151018.167646558    ,145841.290878446    ,치과의사,2,0,0,574.04,,,,,,0,0,,,0,,시군구(위임)
184,병원,01_01_01_P,4950000,PHMA220244950018021200001,2024-04-29,,01,영업/정상,13,영업중,,,,,061802-1111,574.04,,,"전라남도 무안군 삼향읍 남악4로 49-0, 0동 6층 602호 (중앙프라자)",58567,목포스마트원치과병원,2024-04-30 13:54:16,I,2024-05-02 00:15:05,치과병원,151018.167646558    ,145841.290878446    ,치과병원,2,0,0,574.04,,,,,,0,0,,,0,,시도
185,병원,01_01_01_P,3140000,PHMA220243140033021200001,2024-04-25,,01,영업/정상,13,영업중,,,,,02-2601-2611,1462.56,,,"서울특별시 양천구 신월로 164, 승일뷰티타워2 8~9층 (신월동)",08064,라온휴한방병원,2025-09-05 10:03:45,U,2025-09-07 02:40:00,한방병원,185962.809546697    ,446176.170952681    ,한방병원,21,14,50,1462.56,120 301 302 303 304 305 306 307 308,"재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
186,병원,01_01_01_P,3120000,PHMA220243120033021200001,2024-04-25,,01,영업/정상,13,영업중,,,,,02-1588-2915,2115.49,,,"서울특별시 서대문구 연세로 12, 피델리아 타워 8~14층 (창천동)",03779,신촌면력한방병원,2025-10-24 15:04:08,U,2025-10-26 02:40:00,한방병원,194374.779473707    ,450489.628895611    ,한방병원,24,30,66,2115.49,122 301 302 303 304 305 306 307 308,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
187,병원,01_01_01_P,3510500,PHMA220243510513021200002,2024-04-17,,01,영업/정상,13,영업중,,,,,032-719-7538,2810.28,,인천광역시 미추홀구 주안동 1560 삼보빌딩,"인천광역시 미추홀구 경원대로 768, 삼보빌딩 2~5층 (주안동)",22147,주안퍼스트병원,2025-06-10 17:10:49,U,2025-06-12 02:40:00,병원,172514.469020042    ,438845.856061564    ,병원,12,34,88,2810.28,306 301 114 111 109 102 101,"내과, 신경과, 마취통증의학과, 소아청소년과, 피부과, 한방내과, 한방재활의학과",,,,0,0,,,0,,시군구
188,병원,01_01_01_P,3560000,PHMA220243560021021200001,2024-04-17,,01,영업/정상,13,영업중,,,,,-1551-2870,1401.05,,,"인천광역시 서구 이음4로 6, KR법조타워 5층 전체호 (당하동)",22869,예온치과병원,2024-06-20 15:20:57,U,2024-06-22 02:40:00,치과병원,,,치과병원,5,0,0,1401.05,402 403 404 405 406 407 408 409 410 411 412,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,시군구
189,병원,01_01_01_P,4520000,PHMA220244520031021200003,2024-04-02,,01,영업/정상,13,영업중,,,,,041-911-8588,3317.34,,,"충청남도 아산시 배방읍 월천8길 9-5, 2~6층",31494,프라이드병원,2025-09-02 14:11:31,U,2025-09-04 02:40:00,병원,,,병원,25,24,84,3317.34,101 102 105 106 109 116 120 122,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",,,,0,0,,,0,,시군구
190,병원,01_01_01_P,5680000,PHMA220245680060021200001,2024-03-28,,01,영업/정상,13,영업중,,,,,041-351-5000,8765.32,,충청남도 당진시 채운동 1133,충청남도 당진시 남부로 140 (채운동),31778,감인의료재단 아인요양병원,2025-07-23 13:28:20,U,2025-07-27 02:40:00,요양병원(일반요양병원),167125.569649555    ,375974.971380598    ,요양병원(일반요양병원),11,49,199,8765.32,301 122 120 104 101,"내과, 외과, 재활의학과, 가정의학과, 한방내과",,,,0,0,,,0,,시군구
191,병원,01_01_01_P,3380000,PHMA220243380023021200001,2024-03-25,,01,영업/정상,13,영업중,,,,,1660-2811,1477.82,,부산광역시 수영구 광안동 1070-8,"부산광역시 수영구 연수로 408, 8-12층 (광안동)",48242,365드림치과병원,2024-08-12 17:34:40,U,2024-08-14 02:40:00,치과병원,392491.970771266    ,187482.960280113    ,치과병원,5,0,0,1477.82,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,시군구
192,병원,01_01_01_P,3390000,PHMA220243390023021200002,2024-03-22,,01,영업/정상,13,영업중,,,,,051-314-2807,1073.48,,부산광역시 사상구 감전동 156-4 2~3층,"부산광역시 사상구 학감대로 233, 2~3층 (감전동)",46986,사상연세비앤이치과병원,2025-10-24 14:50:27,U,2025-10-26 02:40:00,치과병원,381234.995093393    ,185460.364451442    ,치과병원,4,0,0,1073.48,412 411 408 407 406 403 308,"침구과, 치과보철과, 치주과, 치과보존과, 구강내과, 예방치과, 통합치의학과",,,,0,0,,,0,,시군구
193,병원,01_01_01_P,3860000,PHMA220243860578021200001,2024-03-20,,01,영업/정상,13,영업중,,,,,032-682-7700,2177.11,,,"경기도 부천시 오정구 성곡로 43, 1층,2층,3층,4층 (여월동)",14484,프라임한방병원,2025-10-30 13:43:44,U,2025-11-01 02:40:00,한방병원,182189.653737782    ,446220.284614461    ,한방병원,6,22,80,2177.11,122 301 302 303 304 305 306 307 308,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구
194,병원,01_01_01_P,3860000,PHMA220243860577021200001,2024-03-20,,01,영업/정상,13,영업중,,,,,1588-7111,1643.15,,경기도 부천시 소사구 소사본동 404-4 한일프라자,"경기도 부천시 소사구 소사로 80, 한일프라자 2,3,4,5,6층 (소사본동)",14774,새울병원,2025-10-16 11:28:59,U,2025-10-18 02:40:00,병원,182158.975028666    ,440442.683434416    ,병원,18,12,39,1643.15,120 101,"내과, 재활의학과",,,,0,0,,,0,,시군구
195,병원,01_01_01_P,3550000,PHMA220243550020021200001,2024-03-20,,01,영업/정상,13,영업중,,,,,1555-3650,1231.9,,인천광역시 계양구 계산동 1063-9 동양빌딩,"인천광역시 계양구 장제로 794, 동양빌딩 1~4층 (계산동)",21060,더케이365치과병원,2025-10-13 15:56:18,U,2025-10-15 02:40:00,치과병원,176499.512641645    ,448523.215797596    ,치과병원,7,0,0,1231.9,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,시군구
196,병원,01_01_01_P,3300000,PHMA220243300024021200001,2024-03-18,,01,영업/정상,13,영업중,,,,,051-500-1100,12824.82,,부산광역시 동래구 안락동 461-9,부산광역시 동래구 충렬대로 455 (안락동),47795,빌리브세웅병원,2025-10-21 16:15:43,U,2025-10-23 02:40:00,병원,391940.318639746    ,190552.117896749    ,병원,138,66,238,12824.82,122 116 114 113 111 109 108 106 105 104 102 101,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 가정의학과",,,,0,0,,,0,,시군구
197,병원,01_01_01_P,4520000,PHMA220244520031021200002,2024-03-15,,01,영업/정상,13,영업중,,,,,041-427-7577,2919.45,,,"충청남도 아산시 탕정면 한들물빛6로 32, 5층 507~509호, 6~8층",31465,위라이브병원,2025-07-01 11:33:34,U,2025-07-03 02:40:00,병원,207658.002455162    ,365195.163302908    ,병원,64,20,68,2919.45,122 116 109 105 101,"내과, 정형외과, 마취통증의학과, 영상의학과, 가정의학과",,,,0,0,,,0,,시군구
198,병원,01_01_01_P,3470000,PHMA220243470022021200001,2024-03-14,,01,영업/정상,13,영업중,,,,,053-642-2200,385.4,,대구광역시 달서구 월성동 1858,"대구광역시 달서구 조암로 5, 5층 501,502,503호 (월성동)",42758,제로치과병원,2025-07-18 22:16:53,U,2025-07-20 02:40:00,치과병원,338119.879843004    ,259444.480338101    ,치과병원,4,0,0,385.4,412 411 410 409 408 407 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",,,,0,0,,,0,,시군구
199,병원,01_01_01_P,3600000,PHMA220243600020021200001,2024-03-13,,01,영업/정상,13,영업중,,,,,062-362-7700,2444.43,,광주광역시 서구 농성동 417-31,"광주광역시 서구 죽봉대로 66, 2,3,4층 (농성동)",61932,예스정형외과병원,2024-03-13 11:06:00,I,2024-03-15 00:15:30,병원,189338.99389417     ,184445.01303996     ,병원,22,15,44,2444.43,116 109 105,"정형외과, 마취통증의학과, 영상의학과",,,,0,0,,,0,,시군구
200,병원,01_01_01_P,6430000,202464300002000004,2024-03-13,,01,영업/정상,1,정상,,,,,0439008875,3343.8,,충청북도 청주시 상당구 영동  87번지 4호 4호,충청북도 청주시 상당구 교서로 1-0 (영동),,청주탑병원,2025-10-20 19:01:12,U,2025-10-23 02:40:00,병원,243386.254577548    ,348522.731847745    ,의사,34,28,81,3343.8,,,,,,0,0,,,0,,시도
201,병원,01_01_01_P,3740000,PHMA220243740031021200001,2024-03-11,,01,영업/정상,13,영업중,,,,,031-256-1119,3690.14,,,"경기도 수원시 장안구 수성로 315, 1~7층 (정자동)",16313,스마일요양병원,2024-12-03 15:58:05,U,2024-12-05 02:40:00,요양병원(일반요양병원),200504.468735797    ,421121.543206293    ,요양병원(일반요양병원),34,35,187,3690.14,101 102 104 106 113 114 115 120 122 301 308,"내과, 신경과, 외과, 신경외과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 침구과",,,,0,0,,,0,,시군구
202,병원,01_01_01_P,5710000,PHMA220245710106021200002,2024-03-11,,01,영업/정상,13,영업중,,,,,0439008875,3343.8,,충청북도 청주시 상당구 영동 87-4,"충청북도 청주시 상당구 교서로 1, 청주탑병원 (영동)",28546,청주탑병원,2024-03-13 17:41:55,I,2024-03-15 00:15:30,병원,243386.254577548    ,348522.731847745    ,병원,20,22,70,3343.8,116 109 106 105,"정형외과, 신경외과, 마취통증의학과, 영상의학과",,,,0,0,,,0,,시군구
203,병원,01_01_01_P,3430000,PHMA220243430019021200001,2024-03-08,,01,영업/정상,13,영업중,,,,,053-241-3000,5442.51,,,대구광역시 서구 서대구로 194 (평리동),41774,더필병원,2025-10-31 08:51:55,U,2025-11-02 02:40:00,병원,340375.784448483    ,265015.921290629    ,병원,80,30,114,5442.51,125 122 116 111 109 106 105 104 101,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 가정의학과, 응급의학과",,,,0,0,,,0,,시군구
